gene_symbol,split,fraction_bio_first,training_set_size,median_rank,test_set_size,iteration
crk2,random,0.0,1.0,0.04950495049504951,1.0,0.0
crk2,scaffold,1.0,1.0,0.0,1.0,0.0
crtm,protein,0.0,11.0,0.38613861386138615,1.0,1.0
crtm,random,0.3333333333333333,8.75,0.31297320908561443,1.75,2.0
crtm,scaffold,0.2222222222222222,7.666666666666667,0.2582993593476995,2.0,2.0
csf1r,protein,0.16666666666666666,0.0,0.17326732673267325,9.0,3.5
csf1r,random,0.5,8.0,0.08023927392739273,1.5,3.0
csf1r,scaffold,0.0,8.0,0.3316831683168317,1.25,2.5
csnk1d,protein,0.0,20.0,0.5148514851485149,1.0,1.0
csnk1d,random,0.2,15.2,0.202455735336115,1.8,2.0
csnk1d,scaffold,0.2222222222222222,16.666666666666668,0.25742574257425743,2.6666666666666665,2.6666666666666665
csnk1g3,random,0.0,2.0,0.4375,1.0,1.0
csnk1g3,scaffold,0.0,2.5,0.0642593671131819,1.0,3.5
csnk2a1,protein,0.3333333333333333,28.5,0.21618055555555554,2.0,2.5
csnk2a1,random,0.2833333333333333,44.4,0.163689450205865,5.8,2.0
csnk2a1,scaffold,0.09523809523809523,49.2,0.38606876392617945,3.4,2.0
csnk2a2,protein,0.3333333333333333,2.6666666666666665,0.11574074074074074,1.0,2.0
csnk2a2,random,0.5,2.5,0.125,1.0,1.5
csnk2a2,scaffold,1.0,3.0,0.0,1.0,2.0
ctdsp1,random,0.0,0.0,0.43564356435643564,1.0,3.0
ctdsp1,scaffold,0.0,0.0,0.6435643564356436,1.0,2.5
cts1,protein,0.75,4.0,0.06818181818181818,1.0,1.5
cts1,random,0.0,3.0,0.21621621621621623,1.0,3.0
cts1,scaffold,0.0,2.0,0.6831683168316832,1.0,0.0
ctsa,random,0.0,1.0,0.22772277227722773,1.0,2.0
ctsa,scaffold,0.75,0.0,0.019801980198019802,2.0,2.0
ctsc,random,0.25,5.75,0.03217821782178218,1.5,2.25
ctsc,scaffold,0.16666666666666666,2.0,0.4158415841584159,6.0,4.0
ctsd,protein,0.5,0.0,0.13861386138613863,2.0,4.0
ctsd,random,0.0,1.0,0.009900990099009901,1.0,1.0
ctsk,random,0.09,25.6,0.1722772277227723,3.8,2.0
ctsk,scaffold,0.20833333333333331,26.0,0.11386138613861385,3.6,2.0
ctsl,protein,0.0,0.0,0.1188118811881188,15.0,1.0
ctsl,random,0.3055555555555555,11.666666666666666,0.2986798679867987,2.6666666666666665,2.0
ctsl,scaffold,0.5178571428571428,13.5,0.18193069306930693,2.75,1.75
ctss,protein,0.425,8.5,0.08168316831683169,4.5,1.0
ctss,random,0.0,19.0,0.6806930693069306,1.5,1.5
ctss,scaffold,0.25,16.75,0.1782178217821782,3.25,2.25
cxcr4,random,0.0,0.0,0.08653846153846154,1.0,4.0
cysltr2,protein,0.0,0.0,0.5445544554455446,1.0,2.0
cysltr2,random,1.0,0.0,0.0,1.0,4.0
dac,random,0.0,6.5,0.24785282909734271,1.5,1.75
dac,scaffold,0.0,6.0,0.3627450980392157,1.0,0.0
daca,protein,0.3333333333333333,0.6666666666666666,0.2376237623762376,1.0,1.6666666666666667
daca,scaffold,0.0,0.0,0.23529411764705882,1.0,1.0
dapa,protein,0.0,1.6666666666666667,0.2240018119459005,1.0,1.6666666666666667
dapa,random,0.0,1.0,0.07407407407407407,1.0,4.0
dapk1,protein,0.5,6.666666666666667,0.2698412698412698,3.3333333333333335,2.0
dapk3,random,0.5,1.0,0.4444444444444444,1.0,1.0
dck,protein,1.0,8.0,0.0,1.0,2.0
dck,random,0.75,12.0,0.01485148514851485,2.5,2.5
dck,scaffold,0.5,14.5,0.3076923076923077,1.0,0.5
dclk1,protein,0.0,0.0,0.009900990099009901,1.0,4.0
dcps,random,0.25,1.5,0.07673267326732673,1.5,1.5
dcps,scaffold,0.0,1.5,0.24035761785133736,1.5,0.5
dcun1d1,protein,0.0,0.0,0.297029702970297,1.0,3.0
dcun1d1,scaffold,1.0,0.0,0.0,1.0,2.0
ddah1,random,0.0,5.0,0.7623762376237624,1.0,1.0
ddb1,random,0.0,2.0,0.698019801980198,1.0,2.0
ddr1,protein,0.8,13.0,0.015841584158415842,1.6,2.0
ddr1,random,0.6666666666666666,8.75,0.0297029702970297,3.0,2.0
ddr1,scaffold,0.3,10.6,0.0504950495049505,1.6,2.0
ddr2,random,0.0,0.0,0.5445544554455446,1.0,1.0
def,protein,0.75,6.0,0.0024752475247524753,1.0,2.5
def,random,0.8333333333333334,4.333333333333333,0.041666666666666664,1.3333333333333333,2.0
def,scaffold,0.5,4.0,0.08823529411764706,2.0,2.0
deoa,protein,0.0,0.0,0.4177215189873418,1.0,4.0
deoa,scaffold,0.0,0.0,0.8734177215189873,1.0,3.0
dfra,protein,0.375,8.0,0.09681372549019607,1.25,2.25
dfra,random,0.3333333333333333,6.333333333333333,0.04925349677824925,1.0,1.0
dfra,scaffold,0.5,4.75,0.10643564356435643,2.75,2.5
dhfr,protein,0.2916666666666667,6.0,0.12157833430401863,2.25,2.25
dhfr,random,0.0,5.0,0.01904761904761905,1.0,1.0
dhfr,scaffold,0.375,4.75,0.30896463829389476,1.25,1.5
dnan,protein,0.2222222222222222,0.0,0.16831683168316833,9.0,1.0
dnan,random,0.0,7.0,0.48824257425742573,1.5,2.0
dnan,scaffold,0.0,7.0,0.25866336633663367,1.0,1.5
dnk,random,0.0,0.0,0.3333333333333333,1.0,3.0
dnmt1,protein,1.0,0.8,0.0,1.0,2.0
dot1l,protein,1.0,19.0,0.0,1.0,2.0
dot1l,random,0.5,16.2,0.06903690369036904,1.2,2.0
dot1l,scaffold,0.24666666666666667,15.2,0.1475947594759476,2.8,2.0
dpp4,protein,0.13239436619718312,30.0,0.28064592173503067,49.0,2.0
dpp4,random,0.21809523809523806,63.8,0.15148514851485148,8.4,2.0
dpp4,scaffold,0.19472527472527473,65.8,0.14108466034636122,8.4,2.0
drd4,protein,0.5,0.0,0.08415841584158416,1.0,1.0
dsba,protein,0.14285714285714285,0.0,0.18811881188118812,7.0,2.0
dsba,random,0.2222222222222222,5.333333333333333,0.3102310231023102,1.6666666666666667,1.6666666666666667
dsba,scaffold,0.5,6.0,0.0784313725490196,1.0,2.5
dusp3,protein,0.0,0.0,0.07407407407407407,1.0,1.0
dusp3,scaffold,1.0,0.0,0.0,1.0,2.0
dut,protein,0.0,0.0,0.5643564356435643,3.0,4.0
dut,scaffold,0.0,2.0,0.19395785732419393,1.3333333333333333,1.3333333333333333
dvl1,protein,0.0,0.0,0.6534653465346535,1.0,4.0
dyrk1a,protein,1.0,24.0,0.0,1.0,2.0
dyrk1a,random,0.4,19.0,0.34962496249624964,2.0,2.0
dyrk1a,scaffold,0.5333333333333333,20.4,0.06465646564656466,2.2,2.0
dyrk2,protein,0.16666666666666666,0.0,0.2311111111111111,6.0,2.0
dyrk2,random,0.5,4.5,0.058823529411764705,1.0,1.0
dyrk2,scaffold,1.0,4.0,0.0,2.0,2.0
dyrk3,random,1.0,0.0,0.0,1.0,2.0
e,random,0.0,19.0,0.7,1.0,4.0
e,scaffold,0.0,21.5,0.034653465346534656,1.0,2.5
e2,random,1.0,0.0,0.0,1.0,1.0
e2,scaffold,1.0,0.0,0.0,1.0,3.0
eapa,protein,0.125,10.0,0.10643564356435645,10.5,3.5
eapa,random,0.41666666666666663,15.5,0.09034653465346534,2.5,2.25
eapa,scaffold,0.125,15.75,0.24867397454031118,1.5,2.25
ebna1,random,1.0,1.0,0.0,1.0,1.0
ebna1,scaffold,0.0,2.0,0.4827838827838828,1.0,1.3333333333333333
ebp,protein,0.5,0.0,0.4306930693069307,2.0,3.5
ebp,random,0.0,1.0,0.3951012748333657,1.0,2.3333333333333335
ednrb,random,0.0,0.0,0.1782178217821782,1.0,1.0
ednrb,scaffold,0.0,0.0,0.10891089108910891,1.0,1.0
eed,protein,0.06666666666666667,0.0,0.49504950495049505,15.0,0.0
eed,random,0.0,13.25,0.4426333672729517,1.25,2.0
eed,scaffold,0.04,13.2,0.2706468486739141,2.2,2.0
egfr,protein,1.0,78.0,0.0,1.0,2.0
egfr,random,0.18428571428571427,62.8,0.12167975418231478,7.2,2.0
egfr,scaffold,0.23315018315018315,63.4,0.09007880379874722,6.6,2.0
egln1,protein,0.0,14.0,0.20391197430492825,1.0,2.6666666666666665
egln1,random,0.0,12.666666666666666,0.49251895298225473,1.3333333333333333,1.6666666666666667
egln1,scaffold,0.0,7.0,0.41470588235294115,2.0,2.0
ehmt1,protein,0.26666666666666666,5.0,0.2524752475247525,6.5,0.5
ehmt1,random,0.0,7.2,0.3339448650747428,1.6,2.0
ehmt1,scaffold,0.8333333333333334,8.666666666666666,0.0033003300330033004,1.3333333333333333,2.3333333333333335
ehmt2,protein,0.39285714285714285,3.5,0.23267326732673269,5.5,0.5
ehmt2,random,0.0,5.0,0.5031709053258268,1.0,1.6666666666666667
ehmt2,scaffold,0.5,5.5,0.3118811881188119,1.0,3.5
eif2ak3,protein,0.125,0.0,0.3292079207920792,8.0,1.0
eif2ak3,random,0.25,6.5,0.16831683168316833,1.0,2.5
eif2ak3,scaffold,0.36666666666666664,6.2,0.16336633663366337,1.8,2.0
eif2ak4,protein,0.3333333333333333,0.0,0.039603960396039604,3.0,0.0
eif2ak4,random,1.0,2.0,0.0,1.0,1.0
eif2ak4,scaffold,1.0,2.0,0.0,1.0,0.5
eif4a1,protein,0.5,1.0,0.3333333333333333,1.0,1.0
eif4a1,random,1.0,0.0,0.0,1.0,0.0
eif4a1,scaffold,1.0,0.0,0.0,1.0,2.5
eis,random,0.0,2.0,0.14356435643564358,1.0,1.5
eis,scaffold,0.0,2.0,0.5987623762376237,1.0,2.0
elane,random,0.20833333333333331,8.75,0.2923792379237924,1.75,1.75
elane,scaffold,0.3,9.2,0.5061622580168464,2.0,2.0
elob,random,0.8333333333333333,27.8,0.0019801980198019802,3.2,2.0
elob,scaffold,0.5599999999999999,30.2,0.13999999999999999,3.0,2.0
enpep,protein,0.0,0.3333333333333333,0.03627127418624215,1.0,1.3333333333333333
enpep,random,1.0,0.0,0.0,1.0,4.0
enpp2,random,0.1875,14.5,0.07178217821782179,2.0,2.5
enpp2,scaffold,0.125,14.75,0.349009900990099,2.5,2.0
entpd2,scaffold,0.0,0.0,0.43478260869565216,1.0,2.5
ep300,random,0.5,3.5,0.1844059405940594,1.0,1.5
ep300,scaffold,0.0,6.0,0.5098039215686274,1.0,3.0
epas1,random,0.0,3.0,0.38613861386138615,1.0,1.0
epas1,scaffold,0.0,2.0,0.07535885167464115,2.0,3.0
epha2,protein,0.612,10.4,0.04950495049504951,11.0,2.0
epha2,random,0.41666666666666663,21.0,0.035891089108910895,3.0,1.5
epha2,scaffold,0.5833333333333333,21.6,0.03753640069889342,2.6,2.0
epha4,protein,0.75,2.0,0.019801980198019802,1.0,2.25
epha4,random,1.0,1.0,0.0,1.0,1.6666666666666667
epha4,scaffold,1.0,1.0,0.0,1.0,0.0
ephb1,scaffold,0.0,0.0,0.5322121253221213,2.0,1.0
ephb3,protein,0.16666666666666666,0.0,0.4166666666666667,2.0,1.6666666666666667
ephb3,random,0.0,1.0,0.5178571428571429,1.0,3.5
ephb3,scaffold,0.0,0.0,0.8571428571428571,2.0,1.0
ephb4,protein,0.5,14.0,0.05445544554455446,2.0,3.0
ephb4,random,0.5666666666666667,10.2,0.09504950495049505,2.4,2.0
ephb4,scaffold,0.25,11.75,0.08157396622015142,1.5,1.5
ephx2,protein,0.0,97.0,0.41025641025641024,1.0,4.0
ephx2,random,0.2161111111111111,79.8,0.2716831683168317,8.2,2.0
ephx2,scaffold,0.1511111111111111,80.0,0.3111936193619362,8.6,2.0
eprs1,random,0.0,0.0,0.7821782178217822,1.0,1.0
eprs1,scaffold,0.0,0.0,0.3069306930693069,1.0,3.0
erap2,protein,0.5,0.0,0.44554455445544555,2.0,4.0
erap2,random,0.0,1.0,0.5346534653465347,1.0,3.0
erap2,scaffold,0.0,1.0,0.48514851485148514,1.0,1.0
erbb2,protein,0.5,0.0,0.33663366336633666,2.0,2.0
erbb2,random,0.8333333333333334,0.3333333333333333,0.02588996763754045,1.3333333333333333,2.0
erbb2,scaffold,1.0,1.0,0.0,1.0,3.0
erbb3,protein,0.5,0.5,0.039603960396039604,1.0,2.5
erbb3,scaffold,1.0,0.0,0.0,1.0,4.0
erbb4,protein,0.0,0.0,0.43069306930693074,2.0,4.0
erbb4,random,0.5,1.0,0.06930693069306931,1.0,0.5
erbb4,scaffold,0.0,1.0,0.10396039603960397,1.0,0.5
ermc',protein,0.9,1.6,0.020588235294117647,1.4,2.0
ern1,random,0.0,7.0,0.4564873728752185,1.6,2.0
ern1,scaffold,0.0,6.666666666666667,0.29839535677705703,1.3333333333333333,3.0
esr1,protein,1.0,54.0,0.0,2.0,3.0
esr1,random,0.13333333333333333,42.0,0.253008377760853,5.4,2.0
esr1,scaffold,0.34285714285714286,47.8,0.13934326605737496,4.8,2.0
esr2,random,0.25,14.25,0.48839285714285713,1.0,2.0
esr2,scaffold,0.125,14.0,0.4822916666666667,2.5,2.5
esrra,protein,0.0,0.0,0.04950495049504951,1.0,2.0
esrrg,random,0.0,12.25,0.2788307402168788,2.5,2.5
esrrg,scaffold,0.1,11.5,0.31981698169816986,3.5,1.0
ethr,random,0.0,6.75,0.41743197278911565,1.5,2.25
ethr,scaffold,0.0,7.333333333333333,0.1605170517051705,1.3333333333333333,2.3333333333333335
eya2,protein,0.0,0.0,0.3564356435643564,1.0,3.0
eya2,random,0.0,0.0,0.4752475247524752,1.0,4.0
ezh2,random,0.0,1.0,0.17475728155339806,1.0,3.0
ezh2,scaffold,1.0,1.0,0.0,1.0,0.0
f,protein,0.2,0.0,0.44554455445544555,5.0,3.5
f,random,0.5,2.5,0.06435643564356436,1.0,3.0
f,scaffold,0.0,4.0,0.0594059405940594,1.0,1.0
f10,protein,0.75,97.0,0.0,4.0,4.0
f10,random,0.4115384615384615,77.6,0.04158415841584158,9.8,2.0
f10,scaffold,0.3413852813852814,77.0,0.08409084483548297,11.2,2.0
f11,random,0.6333333333333333,35.6,0.0029702970297029703,4.6,2.0
f11,scaffold,0.8,36.2,0.039603960396039604,4.6,2.0
f2,protein,0.8222222222222223,110.66666666666667,0.0,7.0,1.6666666666666667
f2,random,0.5895218816271448,128.2,0.0019801980198019802,16.0,2.0
f2,scaffold,0.4795704948646125,135.0,0.047524752475247525,14.4,2.0
f2r,protein,0.0,0.0,0.16831683168316833,1.0,0.0
f2r,random,0.0,0.0,0.693069306930693,1.0,4.0
f2r,scaffold,0.0,0.0,0.1485148514851485,1.0,3.0
f7,random,0.24666666666666667,35.2,0.1118811881188119,4.0,2.0
f7,scaffold,0.27380952380952384,34.6,0.15865157944365865,4.0,2.0
f8,protein,0.0,0.0,0.4108910891089109,1.0,3.0
f8,random,0.0,0.0,0.297029702970297,1.0,3.0
f8,scaffold,0.0,0.0,0.6732673267326733,1.0,3.0
f9,random,0.0,5.25,0.2627441590312878,1.25,1.5
f9,scaffold,0.16666666666666666,4.5,0.0495049504950495,2.0,2.5
faah,protein,0.0,17.0,0.45454545454545453,1.0,1.0
faah,random,0.3333333333333333,12.25,0.095011424219345,2.0,2.0
faah,scaffold,0.0,14.0,0.16501650165016502,1.6666666666666667,1.0
fabb,random,0.5,2.5,0.13125,1.5,1.5
fabb,scaffold,0.0,4.0,0.5454545454545454,1.0,4.0
fabh,protein,0.0,2.0,0.801980198019802,4.0,1.0
fabh,random,0.0,3.75,0.26485148514851486,1.5,2.0
fabh,scaffold,0.16666666666666666,4.333333333333333,0.688118811881188,1.3333333333333333,1.6666666666666667
fabi,protein,0.0,2.3333333333333335,0.41334518067191334,1.6666666666666667,1.0
fabi,random,0.0,3.0,0.07692307692307693,1.0,4.0
fabi,scaffold,0.0,2.5,0.5769230769230769,1.0,3.0
fabp1,protein,0.0,2.3333333333333335,0.48055393774671584,1.0,2.0
fabp1,random,1.0,1.0,0.0,1.0,2.0
fabp1,scaffold,1.0,2.0,0.0,1.0,2.0
fabp2,random,0.0,0.0,0.8461538461538461,1.0,3.0
fabp2,scaffold,0.0,0.0,0.6923076923076923,1.0,4.0
fabp3,protein,0.6,10.0,0.20990099009900992,2.0,2.0
fabp3,random,1.0,6.666666666666667,0.0,1.0,3.0
fabp3,scaffold,0.0,0.0,0.4,1.0,4.0
fabp4,protein,0.3933333333333333,6.25,0.3826926810328091,13.5,2.5
fabp4,random,0.2833333333333333,19.6,0.06949028236156948,2.2,2.0
fabp4,scaffold,0.06666666666666667,18.2,0.36631008989056796,3.0,2.0
fabp5,protein,1.0,2.6666666666666665,0.0,1.0,3.0
fabp5,random,0.0,2.0,0.04950495049504951,1.0,0.0
fabp5,scaffold,0.0,1.0,0.6078431372549019,1.0,4.0
fabp6,protein,0.3333333333333333,0.6666666666666666,0.26436781609195403,1.0,3.0
fabp7,protein,1.0,3.0,0.0,1.0,4.0
fabp7,random,1.0,2.0,0.0,1.0,3.0
fabp7,scaffold,0.0,0.0,0.6078431372549019,1.0,4.0
fadd32,scaffold,0.0,0.0,0.0297029702970297,1.0,3.0
fadl,random,0.0,0.0,0.9405940594059405,1.0,0.0
fars2,protein,0.0,0.6666666666666666,0.37634408602150543,1.0,3.0
fars2,random,0.0,0.0,0.03125,1.0,3.0
fasn,protein,0.0,0.5,0.8461538461538461,1.0,0.5
fbp1,random,0.6666666666666666,11.0,0.0297029702970297,1.0,2.0
fbp1,scaffold,0.1,9.4,0.3693069306930693,2.2,2.0
fcgrt,random,0.0,1.0,0.5454545454545454,1.0,3.0
fcgrt,scaffold,0.5,0.5,0.23170731707317074,1.0,1.0
fdft1,protein,0.0,0.0,0.35148514851485146,4.0,1.0
fdft1,random,0.3333333333333333,3.0,0.4635022325761988,1.0,2.0
fdft1,scaffold,0.0,2.3333333333333335,0.14608813822558728,1.3333333333333333,2.0
fdps,protein,0.0,17.0,0.7333333333333333,1.0,4.0
fdps,random,0.25,13.75,0.42520586518111275,1.5,1.5
fdps,scaffold,0.0,14.0,0.5593085106382979,1.75,2.25
fen1,random,0.0,0.0,0.2,1.0,3.0
fes,protein,0.0,2.0,0.009900990099009901,1.0,4.0
fes,scaffold,1.0,1.0,0.0,1.0,0.0
ffar1,random,0.0,2.0,0.024752475247524754,1.0,1.0
fgf1,random,1.0,3.0,0.0,1.0,0.0
fgf1,scaffold,0.0,0.0,0.16176470588235295,4.0,2.0
fgf2,random,1.0,2.0,0.0,1.0,0.0
fgf2,scaffold,0.0,0.0,0.14705882352941177,3.0,2.0
fgfr1,protein,0.0,25.0,0.5643564356435643,1.0,3.0
fgfr1,random,0.525,18.75,0.14572890559732665,2.25,2.0
fgfr1,scaffold,0.29166666666666663,19.0,0.05052648121955053,3.5,1.0
fgfr4,protein,0.5666666666666667,8.5,0.07425742574257425,8.0,2.0
fgfr4,random,1.0,12.0,0.0,2.0,3.0
fgfr4,scaffold,0.5,14.0,0.076818711282893,1.5,1.75
fimh,random,0.4125,9.75,0.04826732673267327,2.75,1.75
fimh,scaffold,0.29523809523809524,8.333333333333334,0.0429042904290429,4.666666666666667,2.6666666666666665
fkbo,random,0.0,0.0,0.32222222222222224,1.0,2.0
fkbp1a,protein,0.23809523809523805,0.0,0.049504950495049514,7.0,2.6666666666666665
fkbp1a,random,0.6,6.0,0.2480952380952381,1.4,2.0
fkbp1a,scaffold,1.0,5.666666666666667,0.0,1.0,1.0
fkbp5,protein,0.06666666666666667,0.0,0.42574257425742573,15.0,2.0
fkbp5,random,0.25,11.5,0.1485148514851485,1.75,1.5
fkbp5,scaffold,0.26666666666666666,13.333333333333334,0.3036303630363036,2.3333333333333335,1.0
flda,protein,1.0,1.0,0.0,1.0,1.6666666666666667
flt1,random,0.0,0.0,0.12871287128712872,1.0,2.0
flt3,protein,0.0,0.0,0.0594059405940594,1.0,4.0
fnta,protein,0.55,11.0,0.18316831683168316,10.5,1.0
fnta,random,0.58,17.6,0.16534653465346535,2.6,2.0
fnta,scaffold,0.4375,15.75,0.2400990099009901,3.5,2.0
fola,protein,0.5,4.5,0.06254853426519122,2.0,2.25
fola,random,0.0,3.0,0.01904761904761905,1.0,1.0
fola,scaffold,0.75,3.5,0.2103960396039604,1.5,2.0
folb,protein,0.4,0.0,0.504950495049505,5.0,1.0
folb,random,0.5,4.5,0.12782885431400282,1.5,2.5
folb,scaffold,0.0,4.666666666666667,0.7579757975797579,1.0,2.3333333333333335
folh1,protein,0.05555555555555555,24.666666666666668,0.0821863894731946,13.0,2.0
folh1,random,0.9714285714285713,31.2,0.0,3.2,2.0
folh1,scaffold,1.0,29.333333333333332,0.0,1.3333333333333333,2.3333333333333335
folk,protein,0.15,5.666666666666667,0.1419141914191419,11.333333333333334,1.3333333333333333
folk,random,0.2222222222222222,14.333333333333334,0.09567721478030157,1.6666666666666667,2.3333333333333335
folk,scaffold,0.125,12.25,0.24201611337604348,3.25,1.75
folr1,protein,0.0,2.0,0.009900990099009901,1.0,0.0
folr1,random,1.0,1.0,0.0,1.0,4.0
folr2,protein,0.4375,2.0,0.09558823529411764,1.75,2.25
folr2,random,1.0,2.0,0.0,1.0,4.0
folr2,scaffold,0.3333333333333333,2.3333333333333335,0.1253478289005371,1.6666666666666667,1.3333333333333333
frda,protein,0.0,0.0,0.3893069306930693,2.0,3.0
frda,scaffold,0.0,1.0,0.2,1.0,0.0
frq2,random,0.0,2.0,0.8421052631578947,1.0,1.0
frq2,scaffold,0.0,2.0,0.6406982803543513,1.0,1.5
fscn1,protein,0.1,0.0,0.41841082842461463,10.0,1.0
fscn1,random,0.375,6.5,0.05192143212804189,1.75,1.5
fscn1,scaffold,0.3333333333333333,9.0,0.09474268275766402,1.0,2.3333333333333335
ftl,protein,0.3333333333333333,4.0,0.1,2.0,2.5
fto,protein,0.0,7.0,0.625,1.0,3.0
fto,random,0.41666666666666663,10.0,0.18626237623762376,2.0,1.5
furin,random,0.0,0.0,0.42857142857142855,1.0,2.0
furin,scaffold,1.0,0.0,0.0,1.0,0.0
fyn,protein,0.4,1.0,0.37,1.0,2.0
fyn,scaffold,1.0,0.0,0.0,1.0,0.0
gaa,protein,1.0,3.0,0.0,1.0,2.0
gaa,random,1.0,2.0,0.0,1.0,0.0
gabrb2,scaffold,0.0,0.0,0.26666666666666666,1.0,0.0
gag-pol,protein,0.70625,205.0,0.07598039215686275,19.75,2.5
gag-pol,random,0.5565909090909091,186.2,0.0019801980198019802,14.0,2.0
gag-pol,scaffold,0.3792196209587514,187.2,0.13972758100552324,15.0,2.0
gak,random,0.0,2.0,0.6732673267326733,1.0,2.0
gak,scaffold,0.0,2.0,0.1782178217821782,1.0,0.0
galc,protein,0.5,7.0,0.05,1.0,3.0
galc,random,0.0,4.333333333333333,0.46455026455026455,1.0,3.0
galc,scaffold,0.5,5.5,0.18181818181818182,1.5,0.5
galnt2,scaffold,0.0,0.0,0.5714285714285714,1.0,0.5
gart,protein,1.0,15.0,0.0,1.0,0.0
gart,random,0.6666666666666666,13.0,0.10198019801980199,1.8,2.0
gart,scaffold,0.4,11.6,0.18710929916521063,1.8,2.0
gba,protein,0.14285714285714285,4.0,0.29146039603960394,4.0,2.0
gba,random,0.0,5.0,0.44766619519094764,2.0,2.0
gba,scaffold,0.0,6.5,0.5092073767816342,1.5,2.0
gcgr,protein,0.0,0.0,0.019801980198019802,1.0,2.0
gcgr,random,0.0,0.0,0.31683168316831684,1.0,1.0
gcgr,scaffold,0.0,0.0,0.1485148514851485,1.0,2.0
gckr,protein,0.041666666666666664,0.0,0.2004950495049505,12.0,1.5
gckr,random,0.0,10.0,0.4603960396039604,1.0,3.0
gckr,scaffold,0.5,10.0,0.1683168316831683,1.5,2.0
ggta1,protein,0.75,0.75,0.002403846153846154,1.0,2.5
ggta1,random,1.0,0.0,0.0,1.0,3.0
gla,protein,0.75,5.0,0.025,1.0,2.5
gla,random,1.0,4.0,0.0,1.0,0.0
glb1,protein,0.5,1.0,0.05,1.0,3.0
glmu,random,0.0,0.0,0.9207920792079208,1.0,4.0
glmu,scaffold,1.0,1.0,0.0,1.0,4.0
glo1,random,0.8333333333333334,3.3333333333333335,0.08745874587458746,1.6666666666666667,1.6666666666666667
glo1,scaffold,0.0,4.0,0.3564356435643564,1.0,3.5
glp1r,random,0.0,0.5,0.6089108910891089,1.0,1.5
glp1r,scaffold,0.0,1.0,0.04950495049504951,1.0,1.0
glpg,protein,0.0,0.0,0.2894736842105263,5.0,0.0
glpg,random,0.0,4.666666666666667,0.21766000129424712,1.0,2.3333333333333335
glpg,scaffold,0.0,4.0,0.37623762376237624,1.0,0.0
gls,protein,0.5,8.0,0.37623762376237624,6.0,4.0
gls,random,0.2,11.6,0.6164579693263443,1.2,2.0
gls,scaffold,0.25,11.0,0.4718743933216851,1.25,2.0
gnai1,scaffold,0.0,0.0,0.5841584158415841,1.0,4.0
gne,random,0.0,0.0,0.25,1.0,2.5
gne,scaffold,0.0,0.0,0.5,1.0,1.0
gp,protein,0.15,6.666666666666667,0.36830897375451827,5.0,2.0
gp,random,0.1111111111111111,7.0,0.1818037572988068,2.0,3.0
gp,scaffold,0.3333333333333333,8.333333333333334,0.22260824502400745,1.6666666666666667,3.0
gria2,protein,0.39615384615384613,51.75,0.1269282860688236,16.5,2.5
gria2,random,0.29166666666666663,56.8,0.19807099232190423,4.2,2.0
gria2,scaffold,0.253015873015873,53.0,0.2764690826985052,5.4,2.0
gria3,protein,0.3,3.75,0.04205130040236423,2.5,2.5
gria3,random,0.6666666666666666,3.6666666666666665,0.05454545454545454,1.0,2.3333333333333335
gria3,scaffold,0.0,2.5,0.19582146248812915,1.5,2.5
gria4,protein,0.0,1.3333333333333333,0.07896403532288594,1.3333333333333333,2.0
gria4,random,0.0,1.0,0.16363636363636364,1.0,4.0
grik1,protein,0.3125,6.25,0.10661103667833288,15.25,2.5
grik1,random,0.06666666666666667,18.8,0.1738691612153571,2.0,2.0
grik1,scaffold,0.4583333333333333,18.75,0.13039359491504704,2.25,1.75
grik2,protein,0.3,9.0,0.043428586779650606,3.25,2.5
grik2,random,0.5,6.0,0.08181818181818182,1.0,3.5
grik2,scaffold,0.0,1.0,0.41120607787274455,2.0,1.0
grik3,protein,0.4083333333333333,9.0,0.06640991483523609,5.25,2.5
grik3,random,0.0,8.0,0.12727272727272726,2.0,2.5
grik3,scaffold,0.75,7.0,0.07098765432098765,1.0,1.75
grik4,protein,0.5,0.25,0.026632151632151633,1.0,2.5
grik4,scaffold,0.0,0.0,0.2839506172839506,1.0,1.0
grin1,protein,0.625,7.0,0.08333333333333333,3.0,3.5
grin1,random,0.5466666666666666,10.4,0.16881188118811882,2.2,2.0
grin1,scaffold,0.25,10.2,0.17810800907055377,2.0,2.0
grin2a,protein,0.0,1.0,0.09463413841566944,1.0,2.0
grin2a,random,0.0,0.0,0.16363636363636364,1.0,4.0
grin2b,random,0.5,5.5,0.18316831683168316,1.5,2.0
grin2b,scaffold,0.0,0.0,0.504950495049505,7.0,4.0
grin3a,protein,0.5,1.0,0.17708333333333331,2.0,3.5
grin3a,random,0.5,1.0,0.125,1.0,1.0
grin3a,scaffold,0.0,1.0,0.25,1.0,3.0
grin3b,protein,0.5,1.0,0.1875,1.0,3.5
grin3b,random,1.0,0.0,0.0,1.0,0.0
grk1,protein,0.2222222222222222,0.0,0.22772277227722773,2.3333333333333335,2.0
grk1,random,0.3333333333333333,1.6666666666666667,0.1346153846153846,1.0,2.0
grk2,random,0.1,13.8,0.14047757716948164,2.6,2.0
grk2,scaffold,0.21666666666666665,14.4,0.12165598912832461,2.6,2.0
grk5,random,0.0,0.0,0.0594059405940594,1.0,3.0
grk6,protein,0.0,0.6666666666666666,0.17491749174917492,1.0,1.0
